frame.time,wlan.sa,wlan.da,ip.src,ip.dst,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport,
May-05, 2019 18:57:27.668193000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,00:17:88:77:35:80,192.168.1.112,192.168.1.119,46142,443,,
May-05, 2019 18:57:27.668271000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,00:17:88:77:35:80,192.168.1.112,192.168.1.119,46142,443,,
May-05, 2019 18:57:27.668319000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,00:1c:10:f7:cd:bc,192.168.1.112,151.101.17.208,42156,443,,
May-05, 2019 18:57:27.668423000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,00:1c:10:f7:cd:bc,192.168.1.112,172.217.21.234,33040,443,,
May-05, 2019 18:57:27.668472000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,00:17:88:77:35:80,192.168.1.112,192.168.1.119,46142,443,,
May-05, 2019 18:57:27.668521000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.668601000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.668667000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,00:17:88:77:35:80,192.168.1.112,192.168.1.119,46142,443,,
May-05, 2019 18:57:27.668730000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,00:17:88:77:35:80,192.168.1.112,192.168.1.119,46142,443,,
May-05, 2019 18:57:27.669296000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,00:1c:10:f7:cd:bc,192.168.1.112,151.101.17.208,42156,443,,
May-05, 2019 18:57:27.669665000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,00:1c:10:f7:cd:bc,192.168.1.112,172.217.21.234,33040,443,,
May-05, 2019 18:57:27.669753000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,00:17:88:77:35:80,192.168.1.112,192.168.1.119,46142,443,,
May-05, 2019 18:57:27.669803000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.669849000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,00:17:88:77:35:80,192.168.1.112,192.168.1.119,46142,443,,
May-05, 2019 18:57:27.669940000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.672746000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:27.677915000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,6c:fd:b9:4f:70:0b,192.168.1.1,192.168.1.151,,,53,2058
May-05, 2019 18:57:27.678006000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.682405000 Jerusalem Daylight Time,6c:fd:b9:4f:70:0b,00:1c:10:f7:cd:bc,100.74.213.152,213.57.2.5,,,2058,53
May-05, 2019 18:57:27.682472000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.695711000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,6c:fd:b9:4f:70:0b,213.57.2.5,192.168.1.151,,,53,2058
May-05, 2019 18:57:27.695802000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,6c:fd:b9:4f:70:0b,213.57.2.5,192.168.1.151,,,53,2058
May-05, 2019 18:57:27.696704000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,6c:fd:b9:4f:70:0b,213.57.2.5,192.168.1.151,,,53,2058
May-05, 2019 18:57:27.696786000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,6c:fd:b9:4f:70:0b,213.57.2.5,192.168.1.151,,,53,2058
May-05, 2019 18:57:27.696834000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.700201000 Jerusalem Daylight Time,de:2b:71:1d:b5:37,e1:41:5f:f7:cd:bc,,,,,,
May-05, 2019 18:57:27.700271000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.711951000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,6c:fd:b9:4f:70:0b,192.168.1.1,192.168.1.151,,,53,2058
May-05, 2019 18:57:27.712043000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.716409000 Jerusalem Daylight Time,77:1b:10:63:96:7c,d9:06:e3:d9:4b:45,,,,,,
May-05, 2019 18:57:27.716476000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.729082000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,6c:fd:b9:4f:70:0b,213.57.2.5,192.168.1.151,,,53,2058
May-05, 2019 18:57:27.729172000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,6c:fd:b9:4f:70:0b,213.57.2.5,192.168.1.151,,,53,2058
May-05, 2019 18:57:27.729220000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.733189000 Jerusalem Daylight Time,6c:fd:b9:4f:d0:3e,52:d9:14:f7:cd:bc,,,,,,
May-05, 2019 18:57:27.733256000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.747044000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,6c:fd:b9:4f:70:0b,192.168.1.1,192.168.1.151,,,53,2058
May-05, 2019 18:57:27.747136000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.751408000 Jerusalem Daylight Time,6c:fd:b9:4f:70:0b,00:1c:10:f7:cd:bc,192.168.1.151,213.57.2.5,,,2058,53
May-05, 2019 18:57:27.751476000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.761247000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,d8:c4:6a:bd:86:52,172.217.21.234,192.168.1.112,443,33040,,
May-05, 2019 18:57:27.761338000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.761915000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,d8:c4:6a:bd:86:52,172.217.21.234,192.168.1.112,443,33040,,
May-05, 2019 18:57:27.762005000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.765697000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,6c:fd:b9:4f:70:0b,213.57.2.5,192.168.1.151,,,53,2058
May-05, 2019 18:57:27.765788000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.769388000 Jerusalem Daylight Time,6c:fd:b9:4f:70:cb,09:36:f6:83:c0:bc,,,,,,
May-05, 2019 18:57:27.769455000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.774493000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:27.776945000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,d8:c4:6a:bd:86:52,151.101.17.208,192.168.1.112,443,42156,,
May-05, 2019 18:57:27.777036000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.781741000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,6c:fd:b9:4f:70:0b,192.168.1.1,192.168.1.151,,,53,2058
May-05, 2019 18:57:27.784420000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.784488000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.784533000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,00:1c:10:f7:cd:bc,192.168.1.112,213.57.2.5,,,53974,53
May-05, 2019 18:57:27.784621000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.784666000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.785211000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.785257000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.785300000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.785369000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,00:1c:10:f7:cd:bc,192.168.1.112,213.57.2.5,,,53974,53
May-05, 2019 18:57:27.785439000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.786775000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.786820000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.786863000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,00:1c:10:f7:cd:bc,192.168.1.112,213.57.22.5,,,44936,53
May-05, 2019 18:57:27.786942000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.786985000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.787157000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,00:1c:10:f7:cd:bc,192.168.1.112,213.57.22.5,,,44936,53
May-05, 2019 18:57:27.787204000 Jerusalem Daylight Time,,,,,,,,
